대여일자,대여시간,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
2024-12-01,2,3582,3582.화양동 우체국,정기권,,20대,1,19.19,0.18,757.14,4
2024-12-01,2,3548,3548.뚝섬역 6번출구,정기권,,20대,1,80.18,0.55,2382.01,14
2024-12-01,2,2084,2084.e편한세상 상도노빌리티 앞,정기권,,20대,1,74.05,0.75,3224.11,50
2024-12-01,2,3311,3311.서울대입구역 4번 출구,정기권,,20대,1,5.56,0.06,264.69,24
2024-12-01,2,4613,4613. 서울갤러리아 앞,정기권,,20대,1,236.01,1.8,7740,40
2024-12-01,2,3864,3864. 광진소방서 앞,정기권,,20대,1,51.38,0.44,1907.92,12
2024-12-01,2,4465,4465. 건영아파트앞 사거리,정기권,,20대,1,24.35,0.24,1025.01,7
2024-12-01,2,4018,4018. 상계주공15단지 버스정류소,정기권,,20대,1,24.68,0.21,890.25,14
2024-12-01,2,4865,4865. 한성백제역 1번출구 뒤,정기권,,20대,1,62.34,0.51,2186.29,12
2024-12-01,2,4553,4553. 당산삼성2차아파트,정기권,,20대,1,29.49,0.27,1145.63,7
2024-12-01,2,5057,5057. 마곡역4번출구,정기권,,20대,1,21.33,0.26,1122.29,7
2024-12-01,2,3914,3914. 신도림쌍용플래티넘노블아파트 앞,정기권,,20대,1,49.67,0.47,2023.23,10
2024-12-01,2,5084,5084. 강서우체국,정기권,,20대,1,25.96,0.19,840.34,3
2024-12-01,2,4540,4540. 목동역 3번 출구,정기권,,20대,1,31.29,0.33,1410.91,10
2024-12-01,2,5766,5766. 북위례1,정기권,,20대,1,30.07,0.26,1116.73,7
2024-12-01,2,3936,3936. 힐스테이트 신도림역,정기권,,20대,1,77.33,0.68,2914.65,25
2024-12-01,2,4846,4846. 상봉동양엔파트 앞,정기권,,20대,1,27.01,0.26,1118.12,5
2024-12-01,2,4142,4142. 현대썬앤빌 앞,정기권,,20대,1,140.68,0.99,4280,21
2024-12-01,2,568,568. 청계8가 사거리 B,정기권,,20대,1,24.38,0.22,947.07,6
2024-12-01,2,582,582. 경일중학교 앞,정기권,,20대,1,21.86,0.16,690.12,7
2024-12-01,2,621,621. 전농초등학교 건너편,정기권,,20대,1,39.42,0.36,1531.54,13
2024-12-01,2,906,906. 연신내역 5번출구,정기권,,20대,2,72.6,0.66,2864.76,16
2024-12-01,2,1021,1021. 강일동 리슈빌 빌딩앞,정기권,,20대,1,26.46,0.28,1193.15,6
2024-12-01,2,1408,1408. 먹골역 6번출구 앞,정기권,,20대,1,134.11,1.21,5210,38
2024-12-01,2,1637,1637. KT 전화국 버스정류장 옆,정기권,,20대,1,31.62,0.28,1228.39,6
2024-12-01,2,2140,2140. 신림1교 교차로,정기권,,20대,1,23.06,0.26,1120,5
2024-12-01,2,2214,2214. 신반포역 2번출구 앞,정기권,,20대,1,13.5,0.12,524.49,4
2024-12-01,2,1308,1308. 안암로터리 버스정류장 앞,정기권,,20대,1,17.05,0.16,694.64,4
2024-12-01,2,1117,1117. 등촌5단지아파트 버스정류장,정기권,,20대,1,90.71,0.71,3054.17,23
2024-12-01,2,2136,2136. 신림역 8번출구,정기권,,20대,1,22.08,0.18,785.26,5
2024-12-01,2,1447,1447. 면목역 3번출구,정기권,,30대,1,0,0,0,1
2024-12-01,2,1653,1653. 노원역1번출구,정기권,,30대,1,129.13,1.16,5016.83,31
2024-12-01,2,1858,"1858. 500번,507번 버스 종점 앞",정기권,,30대,1,35.03,0.3,1281.89,6
2024-12-01,2,3410,3410.종로3가역 8번출구,정기권,,30대,1,70.57,0.69,2970,19
2024-12-01,2,374,374. 청구역 2번출구 앞,정기권,,30대,1,84.99,0.68,2940,24
2024-12-01,2,3221,3221.서울특별시 남부교육지원청,정기권,,30대,1,24.94,0.23,999.62,8
2024-12-01,2,781,781.신정보도육교 아래,정기권,,30대,1,35.92,0.26,1106.03,6
2024-12-01,2,1380,1380.월곡역 5번출구 앞,정기권,,30대,1,72.14,0.69,2986.37,16
2024-12-01,2,103,103. 망원역 2번출구 앞,정기권,,30대,1,19.27,0.18,760.24,5
2024-12-01,2,1911,1911. 구로디지털단지역 앞,정기권,,30대,1,48.73,0.44,1893.04,11
2024-12-01,2,2332,2332. 선릉역3번출구,정기권,,30대,1,12.84,0.13,558.98,5
2024-12-01,2,1117,1117. 등촌5단지아파트 버스정류장,정기권,,30대,1,31.82,0.17,737.15,5
2024-12-01,2,1245,1245. 문정 법조단지9,정기권,,30대,1,128.3,1,4320,40
2024-12-01,2,1368,1368. 성신여대입구 교차로,정기권,,40대,1,51,0.53,2300,15
2024-12-01,2,291,291. 문래동 하이테크 시티,정기권,,40대,1,38.81,0.32,1400,5
2024-12-01,2,2620,2620. 송파나루역 4번 출구옆,정기권,,40대,1,52.95,0.46,1966.4,18
2024-12-01,2,468,468.웨스틴 조선호텔,정기권,,40대,1,111.98,0.94,4039.56,24
2024-12-01,2,2641,2641.송파역 4번출구,정기권,,40대,1,10.02,0.09,372.1,3
2024-12-01,2,2427,2427.개포고등학교 정문앞,정기권,,40대,1,51.53,0.34,1462.16,10
2024-12-01,2,383,383. 신당역 12번 출구 뒤,정기권,,40대,1,22.88,0.15,649.12,5
2024-12-01,2,2737,2737.까치산역 3번 출구,정기권,,40대,1,46.06,0.42,1789.29,11
2024-12-01,2,1767,1767.방학초등학교 앞,정기권,,40대,1,0,0,0.1,2
2024-12-01,2,4852,4852. 서울복합물류 게이트 1,정기권,,40대,1,24.95,0.19,840,9
2024-12-01,2,4864,4864. 송파사거리,정기권,,40대,1,26.95,0.26,1134.44,6
2024-12-01,2,5061,5061. 우장산동 가곡어린이공원앞,정기권,,40대,1,18.85,0.16,700,4
2024-12-01,2,4895,4895. 송파레이크힐 상가,정기권,,40대,1,112.85,1.32,5699.74,37
2024-12-01,2,4396,4396. 마장축산물시장 서문 인근,정기권,,40대,1,75.98,0.57,2460,9
2024-12-01,2,188,188. 홍은동 정원여중 입구,정기권,,40대,1,176.79,1.35,5798.02,34
2024-12-01,2,911,911. 은평평화공원(역촌역4번출구),정기권,,40대,1,22.5,0.15,660.67,3
2024-12-01,2,104,104. 합정역 1번출구 앞,정기권,,40대,1,25.05,0.19,810.92,4
2024-12-01,2,2235,2235.KT 서초지사 앞,정기권,,40대,1,167.6,1.36,5878.15,37
2024-12-01,2,1157,1157. 강서구청,정기권,,50대,1,55.14,0.5,2142.11,13
2024-12-01,2,1344,1344. 아리랑시네센터 앞,정기권,,50대,1,42.35,0.36,1550,11
2024-12-01,2,1357,1357. 북한산보국문역,정기권,,50대,1,30.87,0.26,1129.9,6
2024-12-01,2,1541,1541. 삼양역,정기권,,50대,1,72.01,0.56,2424.59,14
2024-12-01,2,1364,1364. 성북동 치안센터 앞,정기권,,50대,1,87.18,1.06,4586.62,29
2024-12-01,2,456,456. 숭인2동 주민센터 입구,정기권,,50대,1,16.67,0.12,532.78,3
2024-12-01,2,2617,2617. 가락삼환아파트 앞,정기권,,50대,1,25.47,0.22,945.8,4
2024-12-01,2,2540,2540.반포천 앞,정기권,,50대,1,35.29,0.32,1370.95,8
2024-12-01,2,383,383. 신당역 12번 출구 뒤,정기권,,50대,1,36.08,0.27,1153.44,5
2024-12-01,2,142,142. 아현역 4번출구 앞,정기권,,50대,1,34.72,0.24,1031.37,4
2024-12-01,2,786,786.목동아파트 8단지 상가동 앞,정기권,,50대,1,55.51,0.65,2803.5,15
2024-12-01,2,1569,1569.수유역2번출구,정기권,,50대,1,113.81,1,4289.47,22
2024-12-01,2,4468,4468. 가락1동주민센터 ,정기권,,50대,1,124.32,1.06,4549.69,43
2024-12-01,2,3676,3676. 강동리엔파크9단지,정기권,,50대,1,70.39,0.63,2734.62,21
2024-12-01,2,4509,4509. 서울영상고교 입구,정기권,,50대,1,50.87,0.38,1626.21,9
2024-12-01,2,4558,4558. 대영중고 후문,정기권,,50대,1,44.35,0.36,1534.24,12
2024-12-01,2,3694,3694. 강동리엔파크 13단지(1303동 앞),정기권,,50대,1,61.67,0.52,2224.71,38
2024-12-01,2,5765,5765. 삼전동주민센터 건너편,정기권,,50대,1,34.45,0.27,1160,9
2024-12-01,2,5319,5319. 연해피빌 앞,정기권,,50대,1,10.11,0.1,440,24
2024-12-01,2,927,927. 연신내역 3번출구 인근,정기권,,50대,1,36.91,0.33,1434.07,6
2024-12-01,2,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),정기권,,50대,1,27.47,0.25,1067.19,5
2024-12-01,2,1145,1145. 곰달래 문화복지센터 B,정기권,,50대,1,90.87,0.71,3059.56,22
2024-12-01,2,1401,1401. 극동늘푸른아파트,정기권,,50대,1,94.69,0.85,3678.65,22
2024-12-01,2,1518,1518. 수유2동은행빌딩 앞,정기권,,50대,1,14.06,0.12,530,2
2024-12-01,2,2302,2302. 교보타워 버스정류장(신논현역 3번출구 후면),정기권,,50대,1,37.12,0.36,1562.48,8
2024-12-01,2,1440,1440. 면목2동 사거리,정기권,,50대,1,55.36,0.48,2055.78,11
2024-12-01,2,1741,1741. 제일강산수산입구,정기권,,60대,1,21.9,0.2,864.2,7
2024-12-01,2,153,153. 성산2교 사거리,정기권,,60대,1,32.14,0.29,1248.62,9
2024-12-01,2,3570,3570.구의역 리버비스타 오피스텔,정기권,,60대,1,5.56,0.05,215.98,3
2024-12-01,2,2186,2186. 낙성대입구삼거리,정기권,,60대,1,29.89,0.27,1161.42,7
2024-12-01,2,3661,3661. 명일동신동아아파트 앞,정기권,,60대,1,15.71,0.14,601.19,4
2024-12-01,2,3671,3671. 둔촌동역교차로,정기권,,60대,1,37.86,0.34,1470.88,9
2024-12-01,2,701,701. 목동사거리 부근,정기권,,60대,1,26.27,0.24,1020.5,6
2024-12-01,2,4542,4542. 월정초 사거리,정기권,,60대,1,45.58,0.41,1770.88,13
2024-12-01,2,184,184. 7번가피자 서교망원점,정기권,,60대,1,35.11,0.32,1363.88,9
2024-12-01,2,1220,1220. 잠실근린공원,정기권,,60대,1,27.33,0.24,1030,4
2024-12-01,2,1503,1503. 강북구청사거리(수유역 8번출구),정기권,,60대,1,37.08,0.33,1440.73,8
2024-12-01,2,1328,1328. 월곡역 3번출구,정기권,,60대,1,14.41,0.12,520,5
2024-12-01,2,2732,2732.마곡수명산 1-2단지 ,정기권,,70대,1,15.48,0.14,601.51,7
2024-12-01,2,3929,3929. 고척아이파크아파트 205동 앞,정기권,,70대,1,16.63,0.16,688.28,10
2024-12-01,2,1650,1650. 중계근린공원내,정기권,,10대,1,111.82,1.09,4706.14,36
2024-12-01,2,2171,2171. 서울대입구역 5번출구,정기권,,10대,1,22.14,0.2,860,7
2024-12-01,2,760,760. 잣절보도육교 아래,정기권,,10대,1,43.29,0.42,1822.14,9
2024-12-01,2,769,769.CBS방송국 앞,정기권,,10대,1,10.22,0.1,430,1
2024-12-01,2,537,537. 한양대후문역 부근,정기권,,10대,1,30.41,0.3,1280,10
2024-12-01,2,1321,1321. 국민은행 종암동지점 앞,정기권,,10대,1,243.06,2.37,10229.76,55
2024-12-01,2,1907,1907. 구일우성(아) 육교 밑,정기권,,10대,1,28.99,0.28,1220,7
2024-12-01,2,1210,1210. 롯데월드타워(잠실역2번출구 쪽),정기권,,10대,1,0,0.35,1529.45,11
2024-12-01,2,1305,1305. 성북구청,정기권,,10대,1,66.2,0.56,2422.69,16
2024-12-01,2,1975,1975. 대림역 1번 출입구 밑,정기권,F,10대,1,13.53,0.16,670,4
2024-12-01,2,3520,3520. 광진경찰서,정기권,F,10대,1,24.31,0.23,1006.43,8
2024-12-01,2,797,797.목동아파트 1422동 1434동 사잇길,정기권,F,10대,1,10.92,0.15,626.81,4
2024-12-01,2,546,546. 잠실대교북단 교차로,정기권,F,10대,1,60,0.54,2330.94,14
2024-12-01,2,4531,4531. 목동아파트 613동 앞,정기권,F,10대,2,37.44,0.38,1630,16
2024-12-01,2,1020,1020. 강동경찰서,정기권,F,10대,1,8.59,0.08,333.85,6
2024-12-01,2,1222,1222. 잠실새내역 5번 출구 뒤,정기권,F,10대,1,17.19,0.18,775.21,4
2024-12-01,2,1531,1531. 미아사거리 1번 출구,정기권,F,20대,1,26.17,0.32,1377.01,8
2024-12-01,2,1336,1336. 성북3교 위,정기권,F,20대,1,40.88,0.41,1780,10
2024-12-01,2,1368,1368. 성신여대입구 교차로,정기권,F,20대,1,41.79,0.51,2198.39,13
2024-12-01,2,1686,1686. 상계주공10단지 종합상가 앞,정기권,F,20대,1,47.56,0.4,1715.77,12
2024-12-01,2,1173,1173. 강서구청사거리(SH타워),정기권,F,20대,1,82.63,0.74,3210,26
2024-12-01,2,336,336. 충무로역 6번출구 앞,정기권,F,20대,1,22.35,0.33,1411.25,9
2024-12-01,2,456,456. 숭인2동 주민센터 입구,정기권,F,20대,1,17.76,0.16,690,8
2024-12-01,2,362,362. 청계8가사거리 A,정기권,F,20대,1,13.91,0.15,650.29,3
2024-12-01,2,476,476.광희문,정기권,F,20대,1,35.83,0.38,1644.98,35
2024-12-01,2,3416,3416.동묘앞역 6번출구,정기권,F,20대,1,12.61,0.11,490,2
2024-12-01,2,1867,1867.대륭포스트타워6차 앞,정기권,F,20대,1,19.24,0.17,747.51,7
2024-12-01,2,114,114. 홍대입구역 8번출구 앞,정기권,F,20대,1,49.94,0.45,1940,15
2024-12-01,2,3569,3569.건대병원후문,정기권,F,20대,1,44.32,0.4,1721.87,9
2024-12-01,2,3573,3573.광나루안전체험관,정기권,F,20대,1,10.28,0.11,490,3
2024-12-01,2,3575,3575. 자양사거리(서원빌딩),정기권,F,20대,1,23.58,0.21,916.12,7
2024-12-01,2,3559,3559.성동구민종합체육센터 앞,정기권,F,20대,1,0,0,0,2
2024-12-01,2,4652,4652. 신사두산위브2차아파트 앞,정기권,F,20대,1,45.36,0.51,2202.8,9
2024-12-01,2,4123,4123. 배봉초교 교차로,정기권,F,20대,1,107.58,0.97,4179.58,22
2024-12-01,2,4202,4202. 프런트원(공덕역4번출구 앞),정기권,F,20대,1,24.06,0.29,1240,10
2024-12-01,2,4169,4169. 신대방삼거리,정기권,F,20대,1,49.37,0.63,2710,22
2024-12-01,2,4685,4685. DMC역 5번 출구(수색역 방향),정기권,F,20대,1,49.82,0.45,1935.42,11
2024-12-01,2,4274,4274. 신촌 파랑고래 입구,정기권,F,20대,1,29.97,0.37,1610.1,10
2024-12-01,2,6054,6054.청구e편한세상아파트 113동 앞,정기권,F,20대,1,35.07,0.37,1609.98,27
2024-12-01,2,268,268. 그랜드컨벤션센터 앞,정기권,F,20대,1,33.04,0.37,1574.35,9
2024-12-01,2,1112,1112. 마곡엠밸리4단지 정문,정기권,F,20대,1,15.27,0.14,593.16,4
2024-12-01,2,1401,1401. 극동늘푸른아파트,정기권,F,20대,1,20.04,0.27,1176.99,11
2024-12-01,2,1608,1608. 공릉역 1번 출구 앞,정기권,F,20대,1,128.19,1.16,4980,27
2024-12-01,2,1308,1308. 안암로터리 버스정류장 앞,정기권,F,20대,1,20.97,0.24,1018.57,6
2024-12-01,2,1605,1605. 헬스케어,정기권,F,20대,1,40.9,0.6,2581.93,21
2024-12-01,2,2032,2032. 이수역 11번출구쪽,정기권,F,20대,1,27.33,0.28,1190,7
2024-12-01,2,1440,1440. 면목2동 사거리,정기권,F,20대,1,15.69,0.18,792.29,7
2024-12-01,2,500,500. 어린이대공원역 3번출구 앞,정기권,F,20대,1,22.08,0.2,857.73,6
2024-12-01,2,1149,1149. 신방화역환승주차장,정기권,F,20대,1,16.25,0.18,760,6
2024-12-01,2,1160,1160. 양천향교역 7번출구앞,정기권,F,30대,1,38.97,0.35,1514.11,15
2024-12-01,2,3009,3009. 홍대입구역 사거리,정기권,F,30대,1,98.84,1.09,4709.51,27
2024-12-01,2,4643,4643. 한가람아파트 앞,정기권,F,30대,1,0,0,0,1
2024-12-01,2,1930,1930. 개봉지구대 개봉치안센터,정기권,F,30대,1,65.85,0.56,2410.03,13
2024-12-01,2,2111,2111. 서울대입구역 1번출구,정기권,F,30대,1,43.35,0.39,1684.15,25
2024-12-01,2,3772,3772. 길성그랑프리텔아파트,정기권,F,40대,1,21.5,0.19,835.17,5
2024-12-01,2,3914,3914. 신도림쌍용플래티넘노블아파트 앞,정기권,F,40대,1,7.8,0.05,231.84,7
2024-12-01,2,1637,1637. KT 전화국 버스정류장 옆,정기권,F,40대,1,30.31,0.31,1342.91,11
2024-12-01,2,1029,1029. 성내어울터,정기권,F,50대,1,12.55,0.1,440,3
2024-12-01,2,1262,1262. 송파여성문화회관 앞,정기권,F,50대,2,114.04,1.23,5315.83,27
2024-12-01,2,1662,1662. 노원역7번출구,정기권,F,50대,1,18.57,0.2,868.57,7
2024-12-01,2,1278,1278. 송파구청 교차로,정기권,F,50대,1,40.93,0.48,2067.38,8
2024-12-01,2,1998,1998. 고척교 교차로,정기권,F,50대,1,95.85,1.02,4400.64,23
2024-12-01,2,2711,2711.가로공원공영주차장 1번 출구,정기권,F,50대,1,1.75,0.02,88.17,8
2024-12-01,2,3131,3131.연가교 교차로,정기권,F,50대,1,70.33,0.53,2277.03,12
2024-12-01,2,4141,4141. 우리은행장안지점 앞,정기권,F,50대,1,39.97,0.36,1552.69,12
2024-12-01,2,2109,2109. 은천로입구 가로공원,정기권,F,50대,1,19.97,0.21,900.57,5
2024-12-01,2,1328,1328. 월곡역 3번출구,정기권,F,50대,1,44.17,0.47,2027.97,11
2024-12-01,2,1608,1608. 공릉역 1번 출구 앞,정기권,F,60대,1,98.67,1.38,5932.72,39
2024-12-01,2,1842,1842. 한울중학교,정기권,F,70대,1,21.44,0.21,902.55,6
2024-12-01,2,2059,2059. 보라매공원 정문,정기권,F,70대,1,31.44,0.28,1221.36,4
2024-12-01,2,3815,3815. 광일빌딩,정기권,F,70대,1,59.58,0.44,1880.76,12
2024-12-01,2,912,912. 응암오거리,정기권,F,70대,1,65.34,0.38,1650.09,27
2024-12-01,2,2140,2140. 신림1교 교차로,정기권,F,70대,1,33.54,0.25,1058.82,6
2024-12-01,2,1364,1364. 성북동 치안센터 앞,정기권,F,10대,1,90.39,1.08,4658.36,31
2024-12-01,2,3780,3780. 등촌서광아파트,정기권,F,10대,1,14.26,0.13,553.95,2
2024-12-01,2,537,537. 한양대후문역 부근,정기권,F,10대,1,83.16,0.87,3750,40
2024-12-01,2,615,615. 용두동 래미안허브리츠아파트 앞,정기권,F,10대,1,35.79,0.49,2102.06,15
2024-12-01,2,4408,4408. 돌곶이역 앞,정기권,F,10대,1,18.16,0.25,1066.44,12
2024-12-01,2,631,631. 답십리역 1번출구,정기권,F,10대,1,18.16,0.16,674.31,4
2024-12-01,2,1009,1009. 천호역4번출구(현대백화점),정기권,F,10대,1,26.79,0.29,1230,7
2024-12-01,2,2119,2119. 중앙동 동진빌딩,정기권,F,10대,1,41.59,0.37,1615.7,13
2024-12-01,2,279,279. 영등포 푸르지오 아파트 B,정기권,M,10대,2,40.38,0.37,1594.96,15
2024-12-01,2,1455,1455. 상봉역 2번 출구,정기권,M,10대,1,49.31,0.58,2490.19,20
2024-12-01,2,754,754. 목동1단지아파트 118동 앞,정기권,M,10대,1,71.89,0.7,3025.86,16
2024-12-01,2,1690,1690. 도봉운전면허시험장 버스정류장 옆,정기권,M,10대,1,59.95,0.59,2523.11,19
2024-12-01,2,358,358. 성균관대입구 사거리 A,정기권,M,10대,1,21.11,0.19,820,3
2024-12-01,2,765,765. 오목교역 3번출구,정기권,M,10대,1,46.69,0.37,1615.14,25
2024-12-01,2,767,767.신정숲속마을아파트,정기권,M,10대,1,109.11,0.64,2755.41,57
2024-12-01,2,788,788.양천구청역 2번출구 옆,정기권,M,10대,1,27.99,0.26,1140,6
2024-12-01,2,154,154. 마포구청역 ,정기권,M,10대,1,49.21,0.34,1444.92,9
2024-12-01,2,681,681.서울특별시 동부교육지원청(육교),정기권,M,10대,2,107.96,1,4308.74,37
2024-12-01,2,3570,3570.구의역 리버비스타 오피스텔,정기권,M,10대,1,31.97,0.29,1242.17,7
2024-12-01,2,179,179. 가좌역 4번출구 앞,정기권,M,10대,1,68.18,0.61,2648.68,12
2024-12-01,2,617,617. 청솔우성아파트 앞,정기권,M,10대,2,80.35,0.9,3884.09,27
2024-12-01,2,4658,4658. 녹번역1번출구앞,정기권,M,10대,1,20.28,0.24,1024.11,10
2024-12-01,2,3914,3914. 신도림쌍용플래티넘노블아파트 앞,정기권,M,10대,1,39.31,0.35,1527.03,11
2024-12-01,2,4837,4837. 양원지구 힐데스하임 앞,정기권,M,10대,1,94.81,0.84,3627.73,43
2024-12-01,2,255,255. 도림사거리,정기권,M,10대,1,21.16,0.15,628.66,3
2024-12-01,2,815,815. LIG강촌아파트 103동앞,정기권,M,10대,1,53.58,0.38,1650,12
2024-12-01,2,1401,1401. 극동늘푸른아파트,정기권,M,10대,1,41.1,0.43,1853.36,12
2024-12-01,2,2214,2214. 신반포역 2번출구 앞,정기권,M,10대,1,64.6,0.58,2509.54,15
2024-12-01,2,1925,1925. 동양미래대학교 정문 옆,정기권,M,10대,1,11.46,0.11,482.51,5
2024-12-01,2,108,108. 서교동 사거리,정기권,M,20대,1,5.31,0.04,176.31,2
2024-12-01,2,736,736. 오솔길공원,정기권,M,20대,1,95.77,0.77,3312.85,32
2024-12-01,2,1153,"1153. 발산역 1번, 9번 인근 대여소",정기권,M,20대,1,146.31,1.21,5203.65,30
2024-12-01,2,1259,1259. 방이역 1번출구,정기권,M,20대,1,90.73,0.72,3096.07,21
2024-12-01,2,1448,1448. 코스트코 상봉점,정기권,M,20대,1,52.9,0.44,1908.53,10
2024-12-01,2,1643,1643. 태릉입구역 8번출구,정기권,M,20대,1,137.35,0.4,1742.9,9
2024-12-01,2,3509,3509. 세종사이버대학교,정기권,M,20대,1,243.88,2.04,8798,37
2024-12-01,2,3514,3514. 왕십리교회옆,정기권,M,20대,1,2.45,0.02,95.32,8
2024-12-01,2,1162,1162. 공항초등학교건너편,정기권,M,20대,1,36.01,0.32,1398.96,8
2024-12-01,2,3517,3517. 용마사거리,정기권,M,20대,1,40.87,0.4,1720,10
2024-12-01,2,1686,1686. 상계주공10단지 종합상가 앞,정기권,M,20대,1,35.61,0.32,1383.34,11
2024-12-01,2,111,111. 상수역 2번출구 앞,정기권,M,20대,1,35.27,0.22,967.97,40
2024-12-01,2,759,759. 보아스아파트 앞,정기권,M,20대,1,27.5,0.19,798.1,3
2024-12-01,2,1173,1173. 강서구청사거리(SH타워),정기권,M,20대,1,73,0.71,3072.57,18
2024-12-01,2,2177,2177. 신대방역 2번 출구,정기권,M,20대,1,51.89,0.44,1899.1,8
2024-12-01,2,1190,1190. 마곡역 교차로(2번출구),정기권,M,20대,1,25.96,0.22,936.36,9
2024-12-01,2,1197,1197. 엠펠리체 호텔 건너편,정기권,M,20대,1,112.86,1.02,4384.78,25
2024-12-01,2,2621,2621. 한성백제역 2번 출구,정기권,M,20대,1,45.47,0.4,1713.72,7
2024-12-01,2,3408,3408.종로타워빌딩,정기권,M,20대,1,122.05,0.89,3852.49,24
2024-12-01,2,3422,3422.성균관대 정문,정기권,M,20대,2,105.3,0.95,4090.6,36
2024-12-01,2,2823,2823.중앙유통단지 앞,정기권,M,20대,1,13.13,0.12,510,3
2024-12-01,2,3204,3204.도림고가도로 밑,정기권,M,20대,1,19.19,0.16,692.32,4
2024-12-01,2,383,383. 신당역 12번 출구 뒤,정기권,M,20대,1,33.72,0.26,1135.42,7
2024-12-01,2,3212,3212.신풍역 6번출구,정기권,M,20대,1,43.82,0.42,1813.97,11
2024-12-01,2,143,143. 공덕역 2번출구,정기권,M,20대,1,0,0,847,30
2024-12-01,2,2715,2715.마곡나루역 2번 출구 ,정기권,M,20대,1,45.03,0.35,1516.17,7
2024-12-01,2,793,793.목동5단지아파트 534동,정기권,M,20대,1,71.91,0.53,2270,17
2024-12-01,2,3009,3009. 홍대입구역 사거리,정기권,M,20대,1,20.77,0.16,690,29
2024-12-01,2,670,670.삼육서울병원 버스정류장,정기권,M,20대,1,46.48,0.39,1676.62,11
2024-12-01,2,674,674.고대앞사거리 교통섬,정기권,M,20대,1,121.6,1.02,4386.58,28
2024-12-01,2,3571,3571.화양 APT(횡단보도 옆),정기권,M,20대,1,22.14,0.2,860,8
2024-12-01,2,3579,3579.광진 캠퍼스시티,정기권,M,20대,1,44.29,0.4,1720.7,10
2024-12-01,2,1574,1574.송중초등학교 옆,정기권,M,20대,1,20.53,0.19,797.47,5
2024-12-01,2,525,525. 한양대병원사거리,정기권,M,20대,1,43.05,0.42,1811.77,9
2024-12-01,2,3853,3853. 어린이대공원역 2번출구,정기권,M,20대,1,43.5,0.39,1690,8
2024-12-01,2,4114,4114. 휘경여중고삼거리,정기권,M,20대,1,57.02,0.51,2215.37,19
2024-12-01,2,4557,4557. 리버뷰신안인스빌2차 후문,정기권,M,20대,1,56.26,0.51,2185.86,14
2024-12-01,2,4169,4169. 신대방삼거리,정기권,M,20대,1,40.94,0.24,1033.92,35
2024-12-01,2,3681,3681. 길동 마루빌딩,정기권,M,20대,1,24.58,0.18,756.85,7
2024-12-01,2,4522,4522. 신곡시장,정기권,M,20대,1,39.64,0.18,770,10
2024-12-01,2,245,245. 삼성생명 당산사옥 앞,정기권,M,20대,1,31.73,0.29,1232.73,8
2024-12-01,2,4222,4222. 서울디자인고등학교 앞,정기권,M,20대,1,37.51,0.32,1372.71,10
2024-12-01,2,5301,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),정기권,M,20대,1,29.6,0.23,1010,5
2024-12-01,2,5317,5317. 공릉동 신도1차 아파트 뒤,정기권,M,20대,1,8.22,0.07,319.49,1
2024-12-01,2,5095,5095. 원당근린공원,정기권,M,20대,1,34.91,0.32,1399.37,11
2024-12-01,2,5333,5333. 노원역9번-10번 출구 앞,정기권,M,20대,1,54.07,0.49,2100.78,14
2024-12-01,2,3939,3939.신도림역 3번출구,정기권,M,20대,1,20.99,0.19,815.3,3
2024-12-01,2,626,626. 군자교 서측 녹지대,정기권,M,20대,1,18.42,0.17,715.62,5
2024-12-01,2,628,628. 휘봉고등학교 앞,정기권,M,20대,1,28.32,0.26,1100.3,8
2024-12-01,2,634,634. 외국어대 정문 앞,정기권,M,20대,1,122.69,1.31,5633.26,31
2024-12-01,2,643,643. 동대문구민체육센터 (육교아래),정기권,M,20대,1,34.89,0.31,1355.4,7
2024-12-01,2,907,907. CJ 드림시티,정기권,M,20대,1,64.21,0.58,2494.65,15
2024-12-01,2,1009,1009. 천호역4번출구(현대백화점),정기권,M,20대,1,60.39,0.35,1525.06,65
2024-12-01,2,103,103. 망원역 2번출구 앞,정기권,M,20대,2,157.03,1.53,6608.98,41
2024-12-01,2,1022,1022. 길동 사거리(초소앞),정기권,M,20대,1,19.56,0.18,760,4
2024-12-01,2,1235,1235. 잠실트리지움310동 옆,정기권,M,20대,1,46.06,0.39,1661.66,10
2024-12-01,2,1316,1316. 고려사대부속중고 건너편 ,정기권,M,20대,1,56.07,0.47,2022.66,9
2024-12-01,2,1611,1611. 과기대 입구(우),정기권,M,20대,1,54.9,0.38,1631.03,9
2024-12-01,2,219,219. 롯데캐슬엠파이어 옆,정기권,M,20대,1,21.66,0.21,911.72,5
2024-12-01,2,2013,2013. 장승배기역 5번출구,정기권,M,20대,1,16.8,0.23,1010,6
2024-12-01,2,2102,2102. 봉림교 교통섬,정기권,M,20대,1,162.93,1.12,4840.59,23
2024-12-01,2,2116,2116. 에이스에이존빌딩,정기권,M,20대,1,31.1,0.28,1208.39,5
2024-12-01,2,421,421. 마포구청 앞,정기권,M,20대,1,26.44,0.22,953.82,6
2024-12-01,2,1941,1941. 오류동역 2번출구,정기권,M,20대,1,74.65,0.75,3250,23
